city name,cloudiness,country,date,max_temp,humidity,lat,lng,wind_speed
Atlautla,38,MX,1644254834,64.85,41,19.0167,-98.7833,6.51
Lorengau,97,PG,1644254834,81.09,81,-2.0226,147.2712,4.32
Oistins,40,BB,1644254629,84.29,61,13.0667,-59.5333,21.85
Tashtyp,63,RU,1644254835,7.29,92,52.7939,89.8983,5.12
Preston,100,GB,1644254835,52.74,93,53.7667,-2.7167,1.99
Cuicatlan,13,MX,1644254835,78.24,49,17.8,-96.9667,4.68
Sittwe,11,MM,1644254624,64.83,61,20.15,92.9,13.29
Meulaboh,100,ID,1644254836,76.62,83,4.1363,96.1285,4.92
Elena,100,BG,1644254836,46.83,78,42.9333,25.8833,0.69
Salamanca,2,ES,1644254837,54.99,61,40.8333,-6.0,10.22
Porto Santo,40,PT,1644254737,64.78,72,33.072,-16.3415,16.11
Ban Nahin,69,LA,1644254837,72.46,56,18.2418,104.2122,3.13
Rudnogorsk,100,RU,1644254838,11.23,97,57.2639,103.7519,1.9
Coahuayana Viejo,53,MX,1644254838,85.48,25,18.7333,-103.6833,4.25
Seydi,98,TM,1644254838,41.83,53,39.4816,62.9137,8.97
Loknya,100,RU,1644254839,32.41,91,56.83,30.1467,9.04
Ayakudi,18,IN,1644254839,73.74,66,10.45,77.55,1.12
Waddān,99,LY,1644254840,65.32,17,29.1614,16.139,7.02
Tigzirt,0,DZ,1644254840,54.25,75,36.8886,4.1198,4.16
Nouadhibou,58,MR,1644254840,71.58,68,20.931,-17.0347,12.66
Knyaze-Volkonskoye,98,RU,1644254841,-7.26,100,48.4642,135.4567,3.62
Smolenka,93,RU,1644254841,1.47,85,52.1352,113.4974,0.0
Raudeberg,100,NO,1644254748,41.2,90,61.9875,5.1352,13.0
Chicama,95,PE,1644254842,68.54,54,-7.8447,-79.1469,9.51
Seoul,40,KR,1644254842,27.84,72,37.5683,126.9778,2.3
Quelimane,75,MZ,1644254842,78.75,89,-17.8786,36.8883,3.44
Córdoba,20,AR,1644254701,85.42,43,-31.4135,-64.1811,10.36
Borba,100,BR,1644254843,82.04,85,-4.3878,-59.5939,0.76
Ajdabiya,33,LY,1644254843,60.24,50,30.7554,20.2263,5.44
Wiarton,100,CA,1644254844,34.39,80,44.7407,-81.1332,8.05
Christchurch,75,NZ,1644254551,59.92,84,-43.5333,172.6333,3.44
Lakes Entrance,59,AU,1644254844,53.17,90,-37.8811,147.981,6.87
Āsosa,80,ET,1644254679,69.8,27,10.0667,34.5333,3.71
Kruisfontein,43,ZA,1644254844,69.89,43,-34.0033,24.7314,5.53
Prince Rupert,100,CA,1644254678,41.09,93,54.3161,-130.3201,8.05
Sibu,40,MY,1644254845,75.51,94,2.3,111.8167,3.44
Grand Forks,20,US,1644254845,13.93,81,47.9417,-97.4337,18.41
Aksu,32,CN,1644254846,24.87,57,41.1231,80.2644,4.0
Camargo,34,MX,1644254846,47.23,34,27.6667,-105.1667,11.25
Nyurba,100,RU,1644254846,-11.2,97,63.2842,118.3319,6.53
Novyi Yarychiv,100,UA,1644254847,34.93,97,49.9044,24.3052,12.84
Cao Bang,100,VN,1644254847,58.26,98,22.6667,106.25,2.17
Pendleton,0,US,1644254847,54.91,51,45.6721,-118.7886,11.5
Dumas,0,US,1644254848,46.11,52,35.8656,-101.9732,18.41
North Bend,100,US,1644254783,46.87,96,43.4065,-124.2243,8.05
‘Ewa Beach,0,US,1644254848,73.35,69,21.3156,-158.0072,17.0
Tuatapere,3,NZ,1644254849,43.83,91,-46.1333,167.6833,3.91
Upernavik,100,GL,1644254849,-6.9,95,72.7868,-56.1549,10.78
Cayenne,75,GF,1644254849,86.04,81,4.9333,-52.3333,12.66
Feijó,99,BR,1644254850,78.03,91,-8.1642,-70.3536,4.21
Aklavik,75,CA,1644254850,-29.2,62,68.2191,-135.0107,11.5
Pinega,84,RU,1644254850,11.23,93,64.7001,43.3936,7.83
Peniche,0,PT,1644254851,69.75,57,39.3558,-9.3811,10.11
San Isidro,0,PE,1644254833,81.01,58,-12.1167,-77.05,8.05
Puerto El Triunfo,9,SV,1644254851,91.56,50,13.2833,-88.55,7.63
Medvezh'yegorsk,100,RU,1644254852,22.55,96,62.9167,34.4667,6.71
Santo Domingo,40,DO,1644254852,83.88,78,18.5001,-69.9886,5.01
Ōdachō-ōda,100,JP,1644254852,39.36,63,35.1833,132.5,3.89
Roald,75,NO,1644254853,42.33,75,62.5833,6.1333,11.5
Vaasa,100,FI,1644254853,27.28,93,63.096,21.6158,5.75
Kasongo-Lunda,97,CD,1644254853,75.63,82,-6.4667,16.8167,2.98
Lebyazh'ye,18,RU,1644254854,6.87,98,55.2689,66.4947,7.4
Vanimo,100,PG,1644254854,77.72,84,-2.6741,141.3028,1.14
Luanda,0,AO,1644254854,82.4,61,-8.8368,13.2343,10.36
Cody,0,US,1644254633,44.82,33,44.5263,-109.0565,9.22
Half Moon Bay,0,US,1644254855,58.96,81,37.4636,-122.4286,4.61
Teahupoo,99,PF,1644254591,73.36,76,-17.8333,-149.2667,20.45
Nachingwea,98,TZ,1644254855,74.1,80,-10.3833,38.7667,3.31
Tawang Town,99,IN,1644254856,28.38,93,27.5833,91.8667,1.95
Mirandopólis,11,BR,1644254697,85.77,55,-21.1336,-51.1017,5.97
Yulara,100,AU,1644254856,80.44,39,-25.2406,130.9889,0.0
Matagami,0,CA,1644254857,6.91,85,49.7502,-77.6328,2.3
Dzhebariki-Khaya,62,RU,1644254857,-36.83,100,62.2167,135.8,0.18
Ludvika,4,SE,1644254711,31.33,76,60.1496,15.1878,6.4
Verkhnetulomskiy,100,RU,1644254857,21.33,95,68.6073,31.7962,4.72
Rabo de Peixe,20,PT,1644254785,58.51,77,37.8,-25.5833,11.5
Ambilobe,76,MG,1644254858,75.47,92,-13.2,49.05,3.27
Gwadar,0,PK,1644254858,69.91,61,25.1216,62.3254,12.53
Taltal,3,CL,1644254859,71.19,66,-25.4,-70.4833,6.4
Conakry,6,GN,1644254859,87.87,58,9.538,-13.6773,16.11
Hīt,6,IQ,1644254859,55.47,55,33.6416,42.8251,6.76
Mumford,79,GH,1644254860,82.11,75,5.2618,-0.759,13.09
Kiruna,0,SE,1644254856,9.52,92,67.8557,20.2251,6.91
Soanierana Ivongo,86,MG,1644254860,79.39,83,-16.9167,49.5833,5.77
Vila Velha,40,BR,1644254860,85.95,74,-20.3297,-40.2925,11.5
Puerto Limón,20,CR,1644254861,82.29,65,10.0,-83.0333,4.61
Pacific Grove,0,US,1644254861,59.31,71,36.6177,-121.9166,3.44
Alcanena,1,PT,1644254861,67.28,39,39.459,-8.6689,2.89
Chapada dos Guimarães,80,BR,1644254862,80.26,74,-15.4606,-55.7497,0.96
Puerto del Rosario,0,ES,1644254862,69.48,83,28.5004,-13.8627,12.66
Tiarei,100,PF,1644254733,78.82,77,-17.5333,-149.3333,20.58
Aras,40,ES,1644254863,48.61,62,42.5617,-2.356,8.05
Rawson,0,AR,1644254782,88.68,19,-43.3002,-65.1023,17.29
Kozhva,100,RU,1644254863,8.56,84,65.1073,57.0459,7.87
Poya,100,NC,1644254863,78.87,92,-21.35,165.15,11.95
Porto Torres,43,IT,1644254864,55.58,64,40.835,8.3972,12.28
Luwuk,93,ID,1644254864,76.23,81,-0.9516,122.7875,2.91
Ørnes,98,NO,1644254864,30.31,94,66.8689,13.7078,6.17
Palmer,100,US,1644254865,38.73,80,42.1584,-72.3287,3.8
Hamilton,0,US,1644254787,41.65,67,39.1834,-84.5333,5.75
Axum,63,ET,1644254865,62.92,41,14.1245,38.7244,5.55
Olafsvik,96,IS,1644254866,31.26,88,64.8945,-23.7142,34.47
Ayutla,71,MX,1644254866,73.78,24,20.1167,-104.3333,1.5
Rodolfo Sánchez Taboada,0,MX,1644254866,65.88,23,31.7167,-116.5667,7.43
Catió,26,GW,1644254867,86.13,46,11.2833,-15.25,12.68
Gijón,11,ES,1644254867,57.79,89,43.5357,-5.6615,8.01
São José da Coroa Grande,22,BR,1644254868,85.6,56,-8.8978,-35.1478,10.67
Noumea,99,NC,1644254691,75.18,89,-22.2763,166.4572,8.86
Nishihara,100,JP,1644254868,69.08,78,26.1842,127.7558,19.57
Bulawayo,6,ZW,1644254869,66.49,65,-20.15,28.5833,9.98
Kargopol',93,RU,1644254869,13.5,95,61.5071,38.9456,6.58
Bilibino,7,RU,1644254869,-16.74,76,68.0546,166.4372,4.59
Gunjur,6,GM,1644254870,78.3,50,13.2019,-16.7339,13.27
Svetlaya,15,RU,1644254870,7.79,74,46.5389,138.3297,9.15
Taperoá,20,BR,1644254870,93.69,27,-7.2075,-36.8267,6.62
Buraidah,0,SA,1644254871,59.45,30,26.326,43.975,5.44
Rize,32,TR,1644254871,22.59,64,40.9044,40.8949,8.08
Tuy Hoa,30,VN,1644254871,72.27,94,13.0833,109.3,2.44
Mana,75,GF,1644254872,82.2,73,5.6592,-53.7767,9.57
Antofagasta,3,CL,1644254872,74.21,58,-23.65,-70.4,9.57
Muros,8,ES,1644254853,63.68,67,42.7762,-9.0603,9.31
Coruripe,3,BR,1644254873,87.08,56,-10.1256,-36.1756,13.56
Solnechnyy,75,RU,1644254873,-8.91,97,50.7214,136.6319,3.4
Simbahan,93,PH,1644254874,80.56,76,6.3032,120.5836,4.32
Tara,21,RU,1644254874,6.4,88,56.8944,74.371,7.96
Lagoa,0,PT,1644254874,59.31,67,39.05,-27.9833,11.07
Sterling,100,US,1644254875,43.52,63,39.0062,-77.4286,3.0
Salalah,0,OM,1644254724,78.89,17,17.0151,54.0924,11.5
Sioux Lookout,75,CA,1644254875,7.18,78,50.1001,-91.917,6.91
Chumikan,55,RU,1644254875,-8.25,91,54.7183,135.315,10.74
Xinzhi,20,CN,1644254876,28.47,75,36.4989,111.7047,1.01
Darnah,45,LY,1644254876,60.93,69,32.767,22.6367,9.86
Westlock,99,CA,1644254876,44.96,75,54.1502,-113.8688,13.04
Yangjiang,86,CN,1644254781,59.95,92,21.85,111.9667,7.36
Terra Boa,1,BR,1644254877,85.6,35,-23.7681,-52.4442,9.46
Acajutla,13,SV,1644254877,89.94,50,13.5928,-89.8275,8.57
Dokka,50,NO,1644254878,23.99,96,60.84,10.0618,3.11
Puerto Escondido,0,MX,1644254878,83.23,74,15.85,-97.0667,4.61
Camacupa,100,AO,1644254878,64.51,76,-12.0167,17.4833,7.11
Springdale,0,US,1644254774,45.82,58,36.1867,-94.1288,5.75
Port-Gentil,40,GA,1644254879,84.16,79,-0.7193,8.7815,10.36
Isabela,92,PH,1644254879,78.69,78,6.7085,121.9711,2.53
Mackay,40,AU,1644254880,70.68,94,-21.15,149.2,8.05
Alofi,100,NU,1644254880,71.49,100,-19.0595,-169.9187,6.91
Poum,100,NC,1644254667,81.12,87,-20.2333,164.0167,28.66
Otukpo,41,NG,1644254880,95.49,10,7.1913,8.1329,5.61
Ostrovnoy,99,RU,1644254881,16.18,87,68.0531,39.5131,20.15
Laas,81,IT,1644254881,40.91,91,46.6166,10.7002,9.28
Copiapó,0,CL,1644254881,69.49,27,-27.3667,-70.3333,9.26
Lethem,96,GY,1644254882,93.94,39,3.3803,-59.7968,9.42
Evensk,48,RU,1644254620,-1.37,68,61.95,159.2333,8.52
Leticia,75,CO,1644254790,80.65,89,-4.2153,-69.9406,5.75
Chiang Klang,24,TH,1644254883,67.35,70,19.2938,100.8617,1.48
Vuktyl,100,RU,1644254883,2.32,91,63.8567,57.3094,2.91
Brae,100,GB,1644254883,44.51,94,60.3964,-1.353,31.52
Gobabis,100,NA,1644254884,76.17,42,-22.45,18.9667,6.53
Smyrna,100,US,1644254630,50.85,57,33.884,-84.5144,9.22
Kunya,19,NG,1644254884,80.76,21,12.2233,8.5325,9.22
St. George's,75,GD,1644254737,85.68,66,12.0564,-61.7485,24.16
Lusambo,100,CD,1644254885,76.87,76,-4.9667,23.45,1.5
Maïné Soroa,3,NE,1644254885,76.55,14,13.2114,12.0241,10.87
Toowoomba,1,AU,1644254885,56.25,92,-27.55,151.9667,3.0
Shakawe,77,BW,1644254886,75.45,57,-18.3667,21.85,5.12
Mugur-Aksy,95,RU,1644254669,-3.26,50,50.35,90.5,7.27
Progreso,20,MX,1644254886,79.11,78,21.2833,-89.6667,8.63
Udomlya,100,RU,1644254887,30.78,97,57.8794,34.9925,9.98
Santa Cruz de la Sierra,20,BO,1644254887,86.05,45,-17.8,-63.1667,17.27
Ribera,99,IT,1644254887,55.71,86,37.4984,13.2642,19.46
Shangrao,100,CN,1644254888,39.09,94,28.4532,117.9686,5.12
Bondo,27,CD,1644254888,80.29,26,3.8146,23.6866,2.59
Vilyuysk,100,RU,1644254888,-32.6,98,63.7553,121.6247,3.69
Luganville,100,VU,1644254889,81.48,78,-15.5333,167.1667,14.2
Oranjestad,9,AW,1644254771,79.21,79,12.524,-70.027,18.77
Ilulissat,100,GL,1644254684,10.42,67,69.2167,-51.1,20.71
La Ronge,40,CA,1644254889,32.25,59,55.1001,-105.2842,4.61
Marakkanam,68,IN,1644254824,76.42,69,12.2,79.95,11.65
